Actual,LSTM_Predicted,GRU_Predicted,SRNN_Predicted,CNN_Predicted,BLSTM
0.4643393675354916,0.4660023,0.44077656,0.42437437,0.45445827,0.4880384
0.45791707353714417,0.46527386,0.44257262,0.42881507,0.453245,0.49058768
0.4506497408548035,0.4650975,0.440546,0.42825943,0.4526159,0.4900528
0.4449973709907609,0.46478856,0.43930188,0.42461798,0.45213658,0.4885548
0.4415421017051003,0.46301252,0.43485525,0.42121047,0.4511095,0.48423705
0.4435514159092616,0.4609056,0.43352816,0.4147091,0.447026,0.481954
0.4475700443175843,0.45901614,0.4320089,0.41661194,0.44468814,0.4805041
0.4423495831142492,0.45735967,0.43210346,0.41611254,0.4425367,0.4796612
0.43925110793960787,0.45642602,0.43157876,0.41947803,0.4415217,0.4793953
0.4484901975512657,0.4556117,0.43057892,0.41700733,0.44036064,0.47815308
0.4588184481334034,0.45528692,0.4320556,0.41800433,0.43924472,0.47891948
0.45639600390595664,0.45599574,0.4348024,0.42204714,0.4398383,0.48186287
0.4460677533238188,0.45745236,0.4358451,0.42352653,0.4418283,0.4842517
0.45294073462029594,0.45832473,0.434099,0.4223978,0.4426147,0.48287314
0.4466311124464809,0.45878524,0.43439963,0.42150623,0.44317448,0.48241493
0.44533538646435816,0.45860517,0.4332527,0.41903344,0.44265074,0.48081252
0.4393074438518741,0.45816314,0.43207413,0.41671318,0.44241476,0.4791653
0.43143919477202736,0.45707184,0.43020174,0.41392198,0.44167796,0.4764222
0.4216743033125517,0.45551515,0.42785642,0.41203332,0.44022346,0.47312933
0.419589874558702,0.4526068,0.42249247,0.40553367,0.43807724,0.46702954
0.42411552617742054,0.4496755,0.42096853,0.40200317,0.43395686,0.46407002
0.42099827236535714,0.44694984,0.41988194,0.40218136,0.43129483,0.4620567
0.41998422594456547,0.4445454,0.41820568,0.40201598,0.42770907,0.45987087
0.42060392097949373,0.44287986,0.41787848,0.40288186,0.42569634,0.4591889
0.42728911590175017,0.44158983,0.41663617,0.4029283,0.42375937,0.45800135
0.4258619394576729,0.4411819,0.41822663,0.4033863,0.4230426,0.45924005
0.41551491023811316,0.44121224,0.4182882,0.40457615,0.42243317,0.4598527
0.42064147825433784,0.44071394,0.41512653,0.40049362,0.42196012,0.45715144
0.41872605723728684,0.44023246,0.41542915,0.4006086,0.42103022,0.45684376
0.4193269736347931,0.43963772,0.41476578,0.3990776,0.42018414,0.45641786
0.4142004056185683,0.43930173,0.41597503,0.40154365,0.4193797,0.45690396
0.44071584165852923,0.438828,0.41368493,0.39935166,0.41891617,0.45508254
0.43335461578907836,0.43929362,0.42014983,0.40421355,0.4198008,0.45894697
0.4412979794186134,0.44079173,0.42052606,0.41179812,0.42102003,0.46144336
0.44157965897994444,0.44305217,0.42341736,0.40948096,0.42489874,0.46451226
0.44847141891384357,0.44535536,0.4244342,0.41207463,0.42619073,0.46630773
0.4619544805828889,0.44751322,0.4272568,0.41398266,0.42915726,0.4686776
0.46807631638248326,0.45034218,0.43254617,0.41878566,0.4318089,0.47364166
0.4605273041388117,0.45391196,0.43624586,0.42554295,0.43598017,0.4783651
0.46725005633591227,0.4576401,0.43755242,0.42752203,0.44073915,0.48119494
0.4758882295500638,0.46093315,0.4395357,0.42404532,0.44513288,0.48319557
0.485221212348832,0.46420258,0.44416183,0.43013698,0.4488638,0.48690775
0.4867610606174415,0.46775985,0.44820085,0.43625736,0.4533821,0.4910603
0.4785360174265755,0.471519,0.45102292,0.4389715,0.458638,0.494449
